Label,M,M,M,M,M,M-PROCESS,M-PROCESS,M-PROCESS,M-PROCESS,M-PROCESS,M-PRODUCT,M-PRODUCT,M-PRODUCT,M-PRODUCT,M-PRODUCT,M-PRODUCT-PROCESS,M-PRODUCT-PROCESS,M-PRODUCT-PROCESS,M-PRODUCT-PROCESS,M-PRODUCT-PROCESS,PROCESS,PROCESS,PROCESS,PROCESS,PROCESS,PRODUCT,PRODUCT,PRODUCT,PRODUCT,PRODUCT,PRODUCT-PROCESS,PRODUCT-PROCESS,PRODUCT-PROCESS,PRODUCT-PROCESS,PRODUCT-PROCESS
Model,FCN,GradientBoost,RandomForest,ResNet,XGBoost,FCN,GradientBoost,RandomForest,ResNet,XGBoost,FCN,GradientBoost,RandomForest,ResNet,XGBoost,FCN,GradientBoost,RandomForest,ResNet,XGBoost,FCN,GradientBoost,RandomForest,ResNet,XGBoost,FCN,GradientBoost,RandomForest,ResNet,XGBoost,FCN,GradientBoost,RandomForest,ResNet,XGBoost
AUC,0.5303510292202338,0.5407194339084154,0.49844913823611003,0.5911704232767624,0.5163502060101738,0.7051277517382077,0.7859898757912197,0.7763117984684388,0.6892100395387465,0.7875851969365518,0.6517957503736894,0.7952920175637359,0.7825787695194445,0.6550639658410233,0.7525225746260028,0.7161567513202012,0.7992723116118453,0.7819000416898375,0.6957925615676382,0.8173123894111243,0.7110474528710763,0.8170297576775606,0.7823410784691398,0.7006248962863166,0.7863077125567247,0.6295884496874022,0.8097861758338275,0.7335203522981855,0.6855225695089344,0.754463386774166,0.7040603990074061,0.8232657111269707,0.7602460904575259,0.7168494625406884,0.8048092645370166
F1,0.030994737955260507,0.005237124375327234,0.0,0.03636149569126161,0.0016420361247947454,0.044850738559296985,0.061573060474288246,0.05862068965517241,0.03845140978821725,0.08542892674752801,0.08257052363488585,0.05818528523756555,0.059047840944392666,0.09828488900510184,0.07125292261408414,0.04858292591677396,0.059589566871857916,0.0596636044911907,0.03783692206148957,0.06238001447455545,0.03998679809542962,0.04423707807829701,0.0464994775339603,0.04587593466976866,0.058190033974322285,0.07790897403211883,0.08590634204595515,0.0519893899204244,0.09035115810947998,0.06348364279398763,0.054447706548919506,0.054757142721300174,0.0667542150300771,0.042904170371347666,0.08820789995232187
Precision,0.017662927472911535,0.0028394872967950177,0.0,0.01988500123721268,0.0016420361247947454,0.026174559115244984,0.11659686609974186,0.13793103448275862,0.02292550837713845,0.17037456175387208,0.09454640930838878,0.08872468527640942,0.10459770114942528,0.1282847353498118,0.14480504845616404,0.028563903642607885,0.11333972540869092,0.1264367816091954,0.021680839565257466,0.1479885057471264,0.021850291121290152,0.17816091954022986,0.08620689655172414,0.026191797544494695,0.11042692939244664,0.10512704164789753,0.14614121510673234,0.10689655172413794,0.12353465715218911,0.08390804597701149,0.031308171772204255,0.1360153256704981,0.16666666666666666,0.0244023905135873,0.2528735632183908
Recall,0.47931129925035987,0.06280788177339901,0.0,0.5782360830146205,0.0016420361247947454,0.5308802832378582,0.0690126416292745,0.04834552420759317,0.7075093586420265,0.07814534205017926,0.22509912055839518,0.05874706204320809,0.05108386092158911,0.19232441409165543,0.06102792036886305,0.48831723948181943,0.06254650240451456,0.049359722990554626,0.6984503101135963,0.053856086117921295,0.5811132936041133,0.026299945265462504,0.04144897248345524,0.607080310595034,0.04135355291541905,0.20900063570991037,0.08083369188845863,0.044491568832339616,0.21340738796149022,0.06173294814268444,0.4221110556246424,0.058055050651399535,0.053191140615075704,0.6652083092992899,0.0674517647237419
MCC,0.016232833060057513,-0.001843280500235982,-0.00035778446425940733,0.032318854281395075,0.00035776206070946975,0.056644557904025124,0.0665605029595854,0.07093444385924291,0.041647435003169975,0.09403650767028865,0.09899120401108487,0.06084475435670883,0.06541409401031476,0.11429625858705661,0.07942914500332267,0.06147322416295325,0.06616662329281511,0.07034289559057298,0.0353571100398344,0.072285237849601,0.0466916897759685,0.06317895600213844,0.0524483421207571,0.054592386638509204,0.06440571822649753,0.09513276611385818,0.09615019057883102,0.06079381905962806,0.10956893434073155,0.06635491904484064,0.06701734587427742,0.06811822004907155,0.08292443096049507,0.05166935337044349,0.11164370551390647
FNR,0.5206887007496402,0.9371921182266011,1.0,0.42176391698537946,0.9983579638752053,0.46911971676214176,0.9309873583707255,0.9516544757924069,0.2924906413579737,0.9218546579498208,0.7749008794416048,0.941252937956792,0.948916139078411,0.8076755859083444,0.938972079631137,0.5116827605181805,0.9374534975954855,0.9506402770094455,0.30154968988640385,0.9461439138820787,0.4188867063958867,0.9737000547345375,0.9585510275165448,0.3929196894049659,0.9586464470845811,0.7909993642900894,0.9191663081115414,0.9555084311676604,0.7865926120385097,0.9382670518573155,0.5778889443753576,0.9419449493486004,0.9468088593849244,0.33479169070071,0.9325482352762581
TNR,0.5675651594069014,0.932427476857794,0.9994559444545196,0.5416425831463774,0.9987157259359148,0.7294083420441796,0.982707856237438,0.9997191631329134,0.47468557722195487,0.9980504092391714,0.9764664792351434,0.9965732348383369,0.9996388129569416,0.9882363938981178,0.999053340377172,0.7863366686521841,0.9927016183514065,0.9998149199093503,0.45897802285754635,0.9986852665718293,0.6395760664466323,0.999239893233788,0.9998094961519685,0.631047954536333,0.9993362916232038,0.9738482520751112,0.9994415167798825,0.9998277660554163,0.9846731571152673,0.999461972615801,0.850319956313744,0.9986685913922216,0.9998789680385743,0.5861502555970077,0.9994975588886361
FPR,0.43243484059309856,0.06757252314220603,0.0005440555454804529,0.4583574168536225,0.001284274064085276,0.27059165795582035,0.017292143762561895,0.0002808368670865184,0.5253144227780451,0.0019495907608283222,0.023533520764856607,0.0034267651616630935,0.0003611870430583701,0.011763606101882101,0.0009466596228279403,0.213663331347816,0.007298381648593515,0.00018508009064955867,0.5410219771424537,0.0013147334281706433,0.36042393355336766,0.0007601067662119246,0.0001905038480314818,0.3689520454636669,0.0006637083767963403,0.02615174792488877,0.0005584832201174874,0.00017223394458368527,0.015326842884732864,0.0005380273841988754,0.149680043686256,0.0013314086077786179,0.00012103196142551269,0.41384974440299205,0.000502441111363952
